Index,1_WD_COS,1_WD_SIN,1_NO,1_NH3,1_SO2,1_FOR,1_NO2,1_BEN,1_TOL,1_pXY,1_mXY,1_123TMB,1_oXY,1_ETB,1_STY,1_CO2,1_CH4,1_H2S,1_CO,1_WS,1_TEMP,1_ATP,1_SR,1_o3ppb,8hro3ppb
8109,0.740,-0.673,9.900,25.600,17.500,6.500,61.900,1.300,3.800,4.300,3.000,9.600,4.300,95.900,6.300,1009.000,2.200,4.600,0.400,3.000,19.000,101.600,1.400,24.490,26.991
8110,0.735,-0.678,6.200,34.600,7.400,4.700,52.200,0.900,4.000,5.300,1.900,10.500,4.300,100.000,4.700,946.800,2.000,5.300,0.300,2.900,18.400,101.700,1.400,22.240,24.620
8111,0.724,-0.690,4.100,32.300,7.000,3.300,51.900,1.300,5.600,5.700,2.300,12.500,5.600,103.400,7.900,1185.600,2.100,7.300,0.300,2.500,18.100,101.700,1.400,18.890,21.779
8112,0.735,-0.678,3.100,29.000,6.200,2.300,39.600,1.600,3.900,5.000,1.900,8.000,3.200,96.900,9.700,1185.400,2.300,5.900,0.300,2.800,18.000,101.700,1.400,25.480,19.976
8113,0.685,-0.729,2.700,25.100,14.200,1.400,15.500,1.500,7.100,4.400,2.100,6.600,4.200,100.200,14.400,813.900,2.300,3.600,0.200,3.000,17.400,101.700,1.400,33.680,21.706
8114,0.767,-0.641,3.800,22.000,146.100,1.700,18.200,1.000,15.900,3.600,2.200,21.000,4.200,114.100,51.500,893.600,2.300,7.600,0.200,2.600,17.200,101.700,1.400,35.440,24.118
8115,0.741,-0.672,1.800,19.400,174.400,1.500,18.100,0.800,18.000,3.200,2.800,26.700,4.300,97.700,55.000,1087.400,1.900,16.300,0.200,2.400,17.200,101.700,1.400,38.360,27.289
8116,0.744,-0.668,3.400,19.300,179.600,1.800,18.000,1.500,17.600,3.900,8.400,35.300,5.100,98.800,53.000,1131.800,2.100,6.800,0.200,2.800,16.600,101.700,1.400,40.150,29.841
8117,0.737,-0.676,7.300,16.500,134.200,3.300,31.800,0.600,18.000,4.900,6.200,25.700,5.000,117.100,41.500,1228.800,2.000,3.900,0.200,3.000,16.100,101.800,1.600,34.730,31.121
8118,0.678,-0.735,14.300,19.300,37.500,6.300,62.600,0.800,7.400,6.000,3.000,10.700,6.700,121.800,15.500,1201.900,2.000,3.600,0.300,2.700,15.800,101.800,39.300,22.070,31.100
8119,0.772,-0.636,25.400,17.600,71.600,7.700,56.800,1.100,11.900,5.800,2.200,13.200,6.500,115.700,24.100,896.200,1.900,3.800,0.400,3.000,16.300,101.900,179.600,27.000,32.114
8120,0.643,-0.766,9.400,16.900,168.000,3.800,37.100,1.900,21.100,3.800,8.400,37.300,2.700,111.400,53.000,986.500,2.000,3.400,0.300,3.200,17.300,101.900,352.000,44.070,34.438
8121,0.718,-0.696,16.400,17.900,69.400,3.200,28.800,2.000,16.100,2.500,1.300,10.500,2.000,80.400,31.300,943.200,1.900,2.900,0.300,3.300,18.100,102.000,505.300,46.570,36.049
8122,0.743,-0.669,18.200,22.700,9.300,3.200,13.900,2.700,11.500,2.000,1.200,2.800,0.900,29.300,19.800,1012.600,1.900,2.500,0.300,3.300,18.900,101.900,592.800,48.680,37.704
8123,0.731,-0.682,10.300,21.500,11.000,3.400,12.200,2.600,11.900,1.400,1.600,2.200,1.400,54.300,16.300,845.100,2.000,2.300,0.200,3.800,19.900,101.900,628.700,58.500,40.221
8124,0.762,-0.648,18.400,16.100,10.200,3.900,13.500,2.200,11.400,1.300,1.900,4.500,1.000,67.100,7.900,798.800,2.000,2.000,0.200,3.600,20.800,101.800,593.800,60.140,42.720
8125,0.734,-0.679,18.500,11.900,67.900,3.600,20.600,2.400,11.900,0.800,0.900,5.100,1.100,45.600,17.600,979.500,2.000,2.000,0.200,3.800,21.600,101.800,504.300,59.000,45.754
8126,0.618,-0.786,10.500,9.500,76.900,4.400,30.100,2.900,14.300,0.600,1.800,9.300,1.400,56.400,20.800,927.600,2.000,2.300,0.200,3.800,22.200,101.700,390.000,59.880,50.480
8127,0.751,-0.660,23.800,7.400,89.900,3.000,37.100,2.400,14.400,1.500,2.300,8.400,2.300,63.200,16.200,822.700,1.900,1.900,0.300,3.400,22.400,101.700,225.600,57.210,54.256
8128,0.659,-0.752,11.000,9.600,15.300,3.500,40.800,1.600,12.500,2.800,2.600,8.500,4.700,61.900,8.700,807.900,1.900,2.200,0.300,3.300,21.900,101.700,58.200,56.660,55.830
8129,0.655,-0.756,17.400,9.900,10.500,7.100,75.400,1.000,14.600,3.200,2.400,9.200,3.500,82.600,10.300,1037.900,1.900,1.800,0.400,3.100,21.100,101.800,1.900,37.880,54.744
8130,0.711,-0.703,13.900,11.900,11.600,5.500,67.100,1.300,11.100,3.600,3.100,9.000,3.800,86.400,11.500,752.500,1.900,2.800,0.300,3.500,20.300,101.800,1.400,37.730,53.375
8131,0.717,-0.697,9.600,10.800,10.900,4.200,64.400,1.800,6.900,3.700,2.200,5.600,2.800,87.100,11.100,841.300,1.900,4.000,0.300,3.100,19.500,101.900,1.400,35.350,50.481
8132,0.465,-0.885,16.800,12.500,11.700,2.900,99.400,1.700,17.700,5.300,3.300,10.200,4.600,94.900,9.100,1202.400,1.800,3.800,0.500,1.600,18.700,101.900,1.400,18.250,45.245
8133,-0.089,-0.996,32.500,12.700,11.300,3.900,115.500,2.500,46.300,8.000,8.400,16.100,8.900,111.000,5.500,903.300,2.000,4.200,0.700,1.100,18.300,101.900,1.400,9.900,39.108
8134,0.175,-0.985,26.500,13.100,10.700,3.400,117.400,2.200,29.800,6.800,6.400,12.300,6.100,106.300,5.700,1248.900,1.800,4.100,0.700,1.200,17.800,101.900,1.400,14.580,33.445
8135,-0.617,-0.787,179.700,27.900,13.900,4.700,128.300,5.400,63.900,9.700,11.200,14.700,15.200,107.400,7.500,1051.100,2.000,5.600,1.800,1.100,17.200,101.900,1.400,12.040,27.799
8136,-0.812,-0.584,92.900,29.200,11.600,2.900,110.100,3.200,55.900,7.400,4.900,12.300,12.200,100.000,6.900,1347.700,1.700,4.000,1.100,1.300,16.000,101.900,1.400,12.480,22.276
8137,-0.856,-0.517,75.700,29.800,9.400,2.100,105.800,2.000,50.700,7.400,5.400,13.600,9.400,109.300,6.100,1173.700,1.800,3.200,0.900,1.000,15.500,101.900,1.400,11.280,18.951
8138,-0.783,-0.623,44.000,29.700,6.200,2.100,91.100,1.100,41.100,7.000,3.700,12.800,7.400,112.600,5.800,1287.000,1.800,2.000,0.600,1.000,14.800,101.800,1.400,12.050,15.741
8139,-0.918,-0.396,61.800,35.500,6.800,2.000,92.400,0.800,44.400,6.900,3.500,12.200,6.100,113.500,3.800,1229.800,1.800,4.400,0.600,1.400,13.700,101.800,1.400,9.120,12.463
8140,-0.520,-0.854,113.600,33.800,6.000,2.900,89.600,1.500,47.400,7.500,4.100,11.500,7.200,115.700,6.000,1197.600,1.900,2.800,0.800,0.500,13.800,101.900,1.400,9.360,11.351
8141,0.049,-0.999,4.200,20.700,9.600,2.400,59.900,1.700,7.000,6.400,2.400,8.100,5.100,116.900,7.200,1274.200,1.800,1.900,0.400,1.400,14.400,101.900,1.700,24.090,13.125
8142,0.054,-0.999,4.000,20.000,5.500,2.200,57.800,1.500,7.700,7.200,2.600,8.600,4.200,122.100,6.700,1180.800,1.800,2.200,0.300,1.700,14.100,101.900,46.200,24.500,14.365
8143,0.332,-0.943,13.700,17.000,7.300,4.300,52.400,2.300,4.400,5.700,1.800,9.000,3.000,110.500,7.800,1318.800,1.700,2.100,0.400,1.700,14.900,102.000,207.000,29.240,16.515
8144,0.614,-0.789,16.200,13.300,10.700,3.200,36.900,1.500,9.200,5.100,3.500,6.800,3.200,105.000,9.800,1126.700,1.900,2.000,0.300,1.800,16.400,102.000,391.000,35.830,19.434
8145,0.717,-0.697,16.400,12.000,18.700,4.700,23.200,1.300,14.800,2.500,1.700,6.300,1.600,56.900,12.000,1039.100,2.000,0.900,0.300,2.200,18.000,102.000,553.000,45.520,23.714
8146,0.692,-0.722,9.800,10.400,37.400,4.200,15.800,1.600,12.900,1.200,1.400,6.800,2.200,48.200,17.700,863.700,1.800,0.900,0.200,2.200,19.700,102.000,651.300,57.360,29.378
8147,0.862,-0.508,14.700,9.600,57.300,5.100,13.400,2.100,12.600,1.200,2.100,5.500,2.000,72.900,25.400,857.700,1.900,2.000,0.200,2.000,21.100,101.900,712.800,66.340,36.530
8148,0.609,-0.793,0.800,6.800,44.200,2.600,16.800,2.200,12.500,1.100,1.900,4.400,1.500,68.500,24.800,984.600,1.800,2.500,0.200,2.200,21.900,101.900,658.300,68.280,43.895
8149,0.938,-0.347,5.800,3.900,44.900,4.300,21.400,2.300,13.200,1.200,2.700,3.800,2.100,68.400,23.400,913.500,1.800,0.800,0.200,2.300,22.500,101.800,557.500,67.130,49.275
8150,0.900,-0.437,10.000,4.300,66.900,3.500,26.400,1.800,14.500,1.800,2.000,9.200,4.000,57.700,24.900,875.400,1.700,0.800,0.200,2.400,22.800,101.800,432.600,61.960,53.958
8151,0.894,-0.448,5.800,3.500,27.800,2.600,16.300,1.900,11.900,1.700,3.500,8.400,5.300,53.000,18.300,1018.300,1.700,1.000,0.200,2.400,23.000,101.800,226.300,64.020,58.305
8152,0.683,-0.730,4.400,3.500,22.400,1.900,21.900,2.200,11.800,4.300,2.000,4.200,3.200,41.400,12.600,707.100,1.600,0.900,0.200,1.600,22.600,101.700,64.500,62.280,61.611
8153,0.255,-0.967,15.600,5.700,17.700,5.100,101.900,2.500,13.000,5.300,3.300,12.500,5.700,97.400,10.500,941.300,1.600,0.400,0.600,1.100,22.000,101.700,1.800,31.300,59.834
8154,-0.579,-0.815,70.300,8.400,18.000,6.300,142.300,2.400,41.500,8.900,8.000,14.600,10.100,112.200,6.900,1192.600,1.700,1.400,1.300,0.800,21.600,101.700,1.400,12.140,54.181
8155,-0.918,-0.397,317.500,6.200,25.600,7.300,164.200,8.200,74.300,12.200,16.700,14.500,16.500,0.700,6.900,1054.800,1.600,4.500,2.600,0.800,21.000,101.800,1.400,11.660,47.346
8156,-0.973,-0.230,410.700,9.600,31.200,9.800,158.700,10.700,94.700,14.700,23.300,13.800,22.300,19.500,5.800,1173.000,1.800,6.100,2.900,1.300,19.900,101.800,1.400,13.510,40.500
8157,-0.823,-0.568,299.300,17.000,104.400,7.300,141.700,7.100,85.700,11.800,19.500,22.900,18.300,6.800,20.700,1014.600,1.700,4.800,2.000,1.100,18.600,101.800,1.400,14.190,33.883
8158,-0.969,-0.247,348.500,32.300,130.000,4.300,122.900,8.100,90.000,13.500,19.400,19.300,23.800,15.100,32.900,1254.800,1.900,5.600,2.400,1.300,17.600,101.800,1.500,15.820,28.115
8159,-0.932,-0.363,158.900,26.300,56.600,2.700,105.800,4.600,58.900,8.500,7.400,16.200,11.300,107.800,22.100,1294.100,1.800,6.700,1.300,1.700,16.600,101.800,1.400,12.320,21.653
8160,-0.851,-0.525,71.400,45.400,58.500,1.300,93.200,2.700,50.400,7.000,4.700,18.400,8.400,111.100,23.200,1250.800,1.600,5.400,0.700,1.200,15.900,101.800,1.400,10.620,15.195
8161,-0.973,-0.232,201.000,21.300,42.400,3.400,88.800,4.600,56.400,9.300,9.000,14.900,12.200,110.000,18.700,1162.200,1.800,7.400,1.200,1.100,15.300,101.800,1.400,10.200,12.558
8162,-0.940,-0.340,101.700,15.800,20.600,1.400,80.100,1.600,50.000,7.800,4.900,14.700,9.300,121.200,7.200,1323.900,1.700,5.800,0.700,1.200,14.400,101.800,1.400,9.880,12.275
8163,-0.950,-0.312,232.500,14.600,16.300,1.600,90.200,1.700,51.300,8.300,6.200,12.900,11.100,122.300,4.100,1268.300,1.600,7.700,0.800,1.100,14.100,101.800,1.400,9.920,12.058
8164,-0.939,-0.344,197.100,12.000,15.900,2.600,104.800,1.500,47.700,8.700,5.700,13.900,10.500,128.100,3.700,1313.800,1.800,6.600,0.700,0.600,14.400,101.800,1.400,10.660,11.701
8165,-0.955,-0.297,478.200,11.400,30.000,5.400,116.400,5.500,67.100,13.400,12.300,13.800,16.300,67.000,14.200,1192.300,1.800,9.300,2.000,1.100,13.700,101.900,1.600,12.180,11.450
8166,-0.945,-0.327,535.300,16.100,30.700,8.500,128.600,9.600,80.600,17.100,21.300,11.000,21.800,11.700,13.900,1263.500,1.800,10.200,2.900,1.300,13.600,101.900,48.400,13.590,11.171
8167,-0.479,-0.878,436.900,21.100,23.000,10.700,134.800,10.300,82.300,16.900,22.300,14.100,21.000,5.500,9.100,1272.100,1.800,9.000,2.900,0.500,15.900,101.900,212.700,12.230,11.160
8168,0.932,-0.362,148.700,15.200,53.200,2.700,130.000,5.300,56.000,13.700,11.500,16.000,10.500,22.400,17.800,1261.700,1.900,9.100,1.300,1.800,18.400,102.000,393.800,18.360,12.128
8169,0.930,-0.367,38.600,6.800,77.400,6.800,76.800,2.200,17.600,2.700,2.600,10.200,2.800,63.500,23.000,1080.400,1.900,6.200,0.400,2.500,20.000,102.000,541.400,48.760,16.948
8170,0.792,-0.610,30.200,5.800,74.800,8.500,71.000,2.900,17.400,2.300,4.800,11.300,4.700,70.800,32.900,879.900,1.800,5.000,0.400,2.300,21.400,101.900,624.400,53.150,22.356
8171,0.759,-0.651,17.600,5.300,63.000,6.900,55.000,3.800,15.400,0.700,3.400,6.600,1.900,50.100,27.000,864.000,1.800,4.600,0.300,2.500,22.100,101.900,670.200,67.270,29.525
8172,0.737,-0.676,28.300,4.700,160.600,6.100,59.900,2.600,19.000,0.900,5.300,23.300,1.600,70.400,35.500,981.500,1.800,5.500,0.200,2.100,23.200,101.800,639.100,65.770,36.414
8173,0.926,-0.378,37.200,3.300,253.700,8.200,61.300,1.100,23.400,1.300,11.600,37.200,2.300,82.800,40.000,1092.400,1.700,7.500,0.200,1.800,23.600,101.700,544.100,62.240,42.671
8174,0.788,-0.616,20.300,3.100,102.400,5.200,43.200,2.000,16.600,1.400,5.600,15.800,3.600,79.000,21.700,1065.900,1.700,5.800,0.200,2.000,23.800,101.700,399.800,71.940,49.965
8175,0.880,-0.474,33.600,3.700,200.200,6.600,72.400,1.600,23.600,1.500,4.500,28.400,5.600,104.300,55.400,838.600,1.800,6.900,0.200,2.100,23.800,101.600,216.400,62.800,56.286
8176,0.992,-0.125,30.300,5.200,64.600,5.900,114.700,1.900,13.500,2.300,4.400,8.800,4.000,78.600,25.700,848.000,1.700,7.300,0.500,1.500,23.600,101.600,48.200,50.570,60.313
8177,0.716,0.698,43.400,9.700,36.600,4.600,188.500,3.300,40.500,8.900,10.100,16.400,10.500,62.000,13.700,1085.700,1.600,4.600,0.900,1.000,23.000,101.600,1.800,20.690,56.804
8178,-0.021,1.000,242.900,10.200,40.300,11.500,233.000,10.100,101.600,15.500,24.400,14.300,24.000,35.600,15.600,1289.700,1.800,6.300,2.500,1.200,22.000,101.600,1.400,11.320,51.575
8179,0.489,0.872,310.300,10.100,33.900,11.300,228.800,11.800,101.600,16.100,29.300,14.300,22.600,22.600,13.900,1063.700,1.700,8.500,2.900,1.300,21.800,101.600,1.400,12.060,44.674
8180,-0.368,0.930,399.800,10.500,26.800,12.800,221.800,13.800,110.900,18.700,30.300,15.100,26.500,25.500,12.200,1212.900,1.700,7.200,3.400,0.700,20.800,101.600,1.400,13.370,38.124
8181,-0.718,-0.696,563.300,8.600,36.200,14.000,209.300,16.100,115.300,20.500,30.900,10.500,28.000,58.400,20.600,1092.900,1.800,9.400,3.700,0.900,19.400,101.600,1.400,12.910,31.958
8182,-0.913,-0.408,314.100,7.300,37.600,8.400,159.500,7.700,68.100,11.300,13.200,13.600,12.500,92.200,18.400,1103.300,2.400,8.800,1.700,1.200,18.200,101.600,1.400,10.480,24.275
8183,-0.760,-0.649,177.300,12.600,23.500,6.100,137.000,6.100,59.800,8.600,10.700,12.700,6.700,87.400,8.500,1193.400,2.000,7.400,1.400,1.000,17.600,101.600,1.400,10.310,17.714
8184,-0.877,-0.480,127.500,13.400,19.100,4.500,129.600,3.900,52.000,7.400,7.300,16.200,7.200,105.400,6.300,1197.100,1.900,7.100,1.100,1.200,17.300,101.600,1.400,9.900,12.630
8185,-0.928,-0.373,163.900,26.200,24.000,4.800,127.300,3.700,52.200,7.800,8.600,17.400,9.800,110.600,5.800,1163.300,2.100,9.700,1.200,1.100,16.700,101.600,1.400,9.830,11.273
8186,-0.949,-0.316,251.500,34.500,22.800,4.200,117.300,4.800,61.800,10.000,11.000,17.200,15.200,113.700,5.700,1111.400,1.800,10.200,1.500,1.200,15.700,101.600,1.400,10.830,11.211
8187,-0.909,-0.418,331.000,26.000,29.000,4.500,119.100,5.100,70.000,11.200,12.500,15.800,18.100,113.100,8.000,1169.700,1.800,10.000,1.800,0.600,15.400,101.600,1.400,12.150,11.223
8188,-0.371,-0.928,231.100,21.800,31.000,5.200,114.800,4.300,59.600,9.700,9.000,16.000,12.100,112.500,8.200,1235.200,1.900,10.900,1.300,0.500,15.500,101.600,1.400,10.670,10.885
8189,-0.893,-0.451,322.500,11.800,43.800,6.900,121.200,5.800,65.400,12.000,11.900,15.000,12.800,112.500,18.200,1346.800,1.800,7.400,1.800,0.900,15.100,101.600,1.600,11.490,10.708
8190,-0.985,-0.174,541.400,11.500,56.100,10.800,136.300,10.600,84.500,18.200,24.200,16.300,23.400,3.300,12.400,1307.800,1.700,8.200,3.100,1.100,14.900,101.600,42.000,14.680,11.233
8191,-0.975,-0.222,360.800,15.000,42.800,9.800,126.500,7.700,72.200,15.200,19.700,19.400,19.200,2.200,9.500,1155.500,1.800,7.400,2.400,0.900,16.200,101.700,201.700,13.500,11.631
8192,-0.880,0.474,315.700,14.900,48.300,13.000,168.100,10.200,76.800,13.700,17.900,13.400,17.200,1.100,12.500,1381.200,1.900,6.700,2.500,0.500,19.800,101.700,376.800,15.760,12.364
8193,0.934,0.358,220.200,14.200,55.200,16.600,225.200,8.200,89.300,20.400,24.300,14.600,17.000,0.100,12.400,1225.600,1.900,5.600,2.300,0.900,21.600,101.700,510.900,20.770,13.731
8194,0.910,-0.415,102.200,12.800,53.100,19.200,230.700,7.800,45.800,8.800,13.400,10.400,14.500,23.150,8.900,1227.800,1.900,6.700,1.600,1.500,23.000,101.700,573.300,30.800,16.228
8195,0.644,-0.765,67.000,11.500,53.700,14.900,190.000,5.800,16.100,7.700,10.400,12.000,10.300,46.300,11.400,1064.100,2.000,18.400,1.200,2.000,23.400,101.600,595.700,37.450,19.390
8196,0.995,-0.101,50.500,11.600,52.400,18.200,166.600,5.300,29.100,5.200,10.400,9.400,9.600,46.300,17.000,705.800,1.800,7.700,1.100,1.700,24.500,101.500,564.000,55.800,25.031
8197,0.797,0.605,28.000,10.000,25.400,11.900,128.000,5.600,20.300,2.900,6.000,6.200,4.300,28.000,20.400,932.500,1.700,1.700,0.900,2.200,25.300,101.400,490.500,58.860,30.953
8198,0.301,0.954,26.300,7.600,19.200,10.000,100.400,5.500,14.600,2.700,3.700,3.300,3.400,25.300,18.800,1029.500,1.800,0.600,0.700,2.700,25.300,101.400,376.500,53.860,35.850
8199,-0.065,0.998,15.000,7.400,31.100,8.000,93.300,5.200,16.300,1.700,4.700,6.900,2.700,35.300,21.000,903.800,1.800,0.300,0.700,3.300,24.600,101.400,203.600,55.160,41.058
8200,-0.137,0.991,15.200,5.700,52.200,9.100,122.000,3.700,14.900,3.300,5.200,11.400,3.200,79.500,25.100,864.100,1.700,0.400,0.700,3.000,23.500,101.400,43.400,46.650,44.919
8201,-0.276,0.961,33.700,6.400,45.900,6.800,177.800,4.500,36.300,5.300,7.200,11.500,7.700,78.700,22.400,874.300,1.800,0.700,0.900,2.800,22.600,101.400,1.800,22.120,45.088
8202,-0.316,0.949,57.200,8.600,44.500,7.300,205.500,6.200,68.800,8.100,11.700,11.400,9.300,79.900,17.500,950.100,1.900,1.900,1.300,2.300,22.100,101.400,1.400,10.640,42.568
8203,-0.502,0.865,43.100,7.600,83.700,8.300,205.700,5.800,64.000,8.300,11.100,14.900,12.100,2.400,36.100,1102.900,1.900,2.000,1.200,2.400,21.900,101.400,1.400,15.370,39.808
8204,-0.860,0.511,47.000,10.400,91.900,7.300,192.300,5.500,96.100,10.100,14.900,17.600,15.300,34.500,32.500,1042.600,1.900,2.700,1.100,2.200,20.900,101.400,1.400,11.150,34.226
8205,-0.725,0.688,12.500,8.800,34.500,7.200,115.900,4.800,18.000,5.800,8.100,6.500,5.900,84.500,22.500,1020.900,2.000,1.600,0.700,2.600,20.400,101.400,1.400,39.900,31.856
8206,-0.842,0.540,9.100,12.000,20.700,7.200,102.000,3.600,8.800,5.900,6.600,8.400,7.300,70.000,9.200,844.900,2.200,0.800,0.600,3.100,19.700,101.300,1.400,37.990,29.873
8207,-0.898,0.440,8.400,10.300,20.800,7.400,106.700,3.800,11.400,6.400,7.200,7.200,7.300,88.700,16.700,1001.700,2.300,0.900,0.700,3.000,18.800,101.300,1.400,38.320,27.768
8208,-0.606,0.795,8.600,11.200,23.100,4.900,62.700,4.800,17.000,5.100,4.500,6.900,6.600,48.500,19.100,995.400,2.100,1.600,0.700,1.800,18.600,101.300,1.400,49.660,28.144
8209,-0.600,0.800,7.400,14.000,19.800,5.400,49.000,3.100,15.100,5.300,4.500,7.700,8.000,26.900,15.500,1106.300,1.900,2.000,0.500,2.000,18.600,101.300,1.400,52.560,31.949
8210,-0.773,0.635,7.200,16.800,16.800,6.900,49.800,2.900,12.800,5.000,3.000,6.600,5.700,75.500,13.400,1174.200,2.100,1.600,0.400,2.400,18.200,101.300,1.400,45.510,36.308
8211,-0.911,0.412,8.900,17.900,16.200,6.100,68.400,2.800,6.800,5.200,2.800,9.400,6.500,106.500,11.700,1047.600,2.100,1.600,0.400,2.800,17.700,101.300,1.400,34.100,38.649
8212,-0.918,0.396,8.300,17.400,19.400,5.500,85.500,2.200,6.900,5.100,4.100,10.400,4.800,95.600,9.500,667.000,2.100,1.900,0.500,3.200,17.500,101.300,1.400,27.870,40.739
8213,-0.840,0.543,13.800,22.200,18.000,5.300,104.100,3.400,35.200,7.500,6.900,11.900,7.700,106.900,9.000,931.300,2.000,2.000,0.700,2.200,17.400,101.400,1.600,23.810,38.728
8214,-0.623,0.783,15.400,15.500,26.300,5.000,94.900,2.700,17.600,6.200,5.400,13.600,6.900,104.500,17.800,892.000,1.900,1.300,0.600,2.100,17.800,101.400,38.700,27.820,37.456
8215,-0.843,0.537,17.300,12.900,28.800,9.600,63.500,3.000,10.700,5.700,4.800,9.600,9.300,112.700,14.000,895.600,2.000,1.100,0.500,3.300,18.700,101.400,188.700,41.010,37.793
8216,-0.805,0.593,11.300,10.500,20.100,8.900,38.800,3.200,17.400,3.500,3.300,3.600,5.600,72.600,11.000,937.300,2.000,1.400,0.500,3.800,20.500,101.400,366.600,50.390,37.884
8217,-0.803,0.596,10.300,9.600,22.900,8.000,23.400,3.600,15.100,2.500,5.000,4.300,3.700,73.200,11.000,932.300,1.900,0.800,0.400,4.300,23.200,101.400,517.900,72.560,40.384
8218,-0.702,0.712,10.500,7.900,26.200,4.600,11.900,3.700,14.200,1.100,1.900,0.300,2.400,65.200,15.300,902.100,1.800,0.700,0.300,3.700,25.500,101.400,618.800,75.270,44.104
8219,-0.562,0.827,6.200,5.500,20.500,6.000,18.700,4.600,14.800,1.000,2.900,2.000,2.100,65.600,14.500,1061.600,2.000,0.200,0.300,4.300,26.700,101.300,662.200,77.180,49.489
8220,-0.026,1.000,13.500,11.100,68.400,14.200,44.700,6.000,16.300,1.300,2.900,2.000,3.600,83.800,19.600,790.900,2.100,0.800,0.500,4.400,25.700,101.200,611.000,90.800,57.355
8221,-0.181,0.984,6.900,10.800,51.700,9.900,34.000,4.000,15.500,0.900,1.000,8.700,3.000,75.500,19.700,867.600,2.300,0.600,0.500,5.000,25.100,101.200,522.700,92.000,65.879
8222,-0.302,0.953,4.100,5.200,51.300,7.800,30.700,5.100,16.100,1.100,1.200,1.800,2.200,79.100,23.800,987.500,2.100,0.900,0.500,5.200,24.500,101.200,380.000,94.110,74.165
8223,-0.225,0.974,3.700,2.700,101.800,8.100,35.100,5.600,18.100,1.300,3.200,2.700,2.300,83.000,30.600,933.800,2.100,0.300,0.500,5.100,24.000,101.200,191.300,102.840,81.894
8224,-0.350,0.937,6.700,4.100,56.000,13.000,56.800,6.100,18.600,3.600,3.100,2.200,3.500,105.300,22.400,797.400,2.000,0.800,0.600,4.300,23.100,101.200,45.500,105.930,88.836
8225,-0.206,0.979,6.000,7.300,47.400,17.800,66.700,7.500,17.900,5.000,3.400,1.300,6.100,129.800,13.600,837.800,2.100,0.700,0.700,3.800,22.400,101.200,1.600,131.060,96.149
8226,-0.244,0.970,8.200,3.300,58.300,15.600,62.100,7.300,17.600,5.400,2.800,2.600,6.000,124.500,14.300,1016.300,2.000,1.000,0.700,3.700,21.800,101.200,1.400,117.070,101.374
8227,-0.492,0.870,4.300,5.000,50.300,12.000,59.100,7.000,17.700,4.000,3.700,0.800,4.500,94.800,23.600,931.200,2.100,0.700,0.700,5.000,21.500,101.200,1.400,103.040,104.606
8228,-0.497,0.868,5.200,5.500,32.300,10.300,59.000,6.600,16.000,4.000,4.100,0.600,5.800,104.100,13.200,1029.900,2.200,0.900,0.600,5.500,21.200,101.200,1.400,90.240,104.536
8229,-0.550,0.835,9.900,5.900,34.300,8.500,67.100,5.300,16.200,4.700,4.000,5.800,5.900,86.400,18.200,842.100,2.100,1.600,0.600,4.200,20.900,101.200,1.400,71.740,102.004
8230,-0.612,0.791,6.100,11.100,61.800,5.600,60.600,3.900,17.000,5.100,4.000,7.000,5.700,67.700,24.000,1005.800,2.200,2.400,0.500,3.000,20.400,101.200,1.400,56.300,97.278
8231,-0.735,0.678,4.700,10.800,18.800,5.200,46.800,3.700,12.200,4.600,3.300,3.700,6.400,43.100,18.000,867.300,2.100,2.100,0.500,3.600,20.100,101.200,1.400,57.190,91.571
8232,-0.780,0.625,3.000,11.000,11.600,5.300,32.000,3.000,12.700,4.900,2.500,5.100,5.200,46.800,21.300,827.100,2.200,2.700,0.400,4.000,19.500,101.300,1.400,54.970,85.201
8233,-0.711,0.703,2.500,11.100,12.600,2.700,12.700,3.100,12.000,5.000,2.600,1.200,5.000,59.300,18.100,802.800,2.200,3.100,0.300,3.400,19.300,101.200,1.400,66.040,77.074
8234,-0.681,0.733,2.900,10.600,20.700,3.300,17.400,2.200,11.400,6.000,3.500,2.800,6.800,53.500,15.200,819.400,2.000,3.300,0.300,3.800,19.100,101.200,1.400,65.700,70.653
8235,-0.795,0.606,2.800,12.200,21.500,1.800,14.300,2.100,10.700,6.300,2.700,7.500,5.200,80.600,17.000,879.400,2.300,2.800,0.300,4.500,18.500,101.300,1.400,57.520,64.963
8236,-0.757,0.653,5.600,17.300,33.500,2.900,37.500,3.600,11.600,7.500,5.100,10.400,7.500,75.200,18.600,1008.200,2.100,3.100,0.400,3.800,18.100,101.300,1.400,36.940,58.300
8237,-0.685,0.729,16.800,14.900,33.400,6.500,64.200,3.000,7.700,7.700,6.800,12.800,9.600,109.500,13.200,1043.800,2.000,3.500,0.700,4.000,18.100,101.300,1.500,27.480,52.768
8238,-0.799,0.602,20.800,11.800,25.500,8.900,69.600,2.500,3.900,7.400,5.600,12.000,6.700,124.700,8.200,955.100,2.000,3.400,0.700,4.400,18.100,101.400,20.200,25.110,48.869
8239,-0.786,0.618,19.700,16.600,17.400,3.200,44.500,1.900,2.900,8.300,6.100,11.000,6.700,132.900,8.700,873.000,2.100,3.100,0.700,4.500,18.600,101.500,205.700,31.150,45.614
8240,-0.779,0.627,15.600,10.500,17.400,4.700,31.700,1.000,16.500,6.000,4.800,10.100,8.000,99.900,7.600,908.200,2.100,3.800,0.600,4.700,20.600,101.500,323.900,41.290,43.904
